"","Short_Name","the_geom","Address","Lat","Long","Grade_Cat","AM_Bell_1415","PM_Bell_1415","AM_Bell_1516","PM_Bell_1415.1","changedBell"
"185","EARHART","POINT (-87.58218173801623 41.726107455157944)","1710 E 93rd St",41.726107,-87.582182,"ES",NA,NA,NA,NA,0
"186","EARLE","POINT (-87.67554666058277 41.781225172259)","2040 W 62nd St",41.781225,-87.675547,"ES",NA,NA,NA,NA,0
"187","EBERHART","POINT (-87.7079526340532 41.774420451575004)","3400 W 65th Pl",41.77442,-87.707953,"ES",NA,NA,NA,NA,0
"188","EBINGER","POINT (-87.81116978458577 42.00440792082284)","7350 W Pratt Ave",42.004408,-87.81117,"ES",NA,NA,NA,NA,0
"189","EDGEBROOK","POINT (-87.76184047494398 41.99943683282867)","6525 N Hiawatha Ave",41.999437,-87.76184,"ES",NA,NA,NA,NA,0
"190","EDISON","POINT (-87.70930366602214 41.971506096123875)","4929 N Sawyer Ave",41.971506,-87.709304,"ES",NA,NA,NA,NA,0
"191","EDISON PARK","POINT (-87.81377123423816 41.99423794930761)","6220 N Olcott Ave",41.994238,-87.813771,"ES",NA,NA,NA,NA,0
"192","EDWARDS","POINT (-87.72585617780953 41.80554153937759)","4815 S Karlov Ave",41.805542,-87.725856,"ES",NA,NA,NA,NA,0
"193","ELLINGTON","POINT (-87.76658937744578 41.885529579816364)","243 N Parkside Ave",41.88553,-87.766589,"ES",NA,NA,NA,NA,0
"194","EPIC HS","POINT (-87.55022236992653 41.74484910534052)","8255 S Houston Ave",41.744849,-87.550222,"HS",NA,NA,NA,NA,0
"195","ERICSON","POINT (-87.71580443126261 41.875744122387985)","3600 W 5th Ave",41.875744,-87.715804,"ES",NA,NA,NA,NA,0
"196","ERIE","POINT (-87.69436444554765 41.90677063462042)","1405 N Washtenaw Ave",41.906771,-87.694364,"ES",NA,NA,NA,NA,0
"197","ESMOND","POINT (-87.66915866972074 41.689419605923355)","1865 W Montvale Ave",41.68942,-87.669159,"ES",NA,NA,NA,NA,0
"198","EVERETT","POINT (-87.68131030397245 41.83155516036679)","3419 S Bell Ave",41.831555,-87.68131,"ES",NA,NA,NA,NA,0
"199","EVERGREEN","POINT (-87.66781651171694 41.82935561852021)","3537 S Paulina St",41.829356,-87.667817,"ES",NA,NA,NA,NA,0
"200","EVERS","POINT (-87.63930546861731 41.71566535732864)","9811 S Lowe Ave",41.715665,-87.639305,"ES",NA,NA,NA,NA,0
"201","FAIRFIELD","POINT (-87.69211506409064 41.78090389780261)","6201 S Fairfield Ave",41.780904,-87.692115,"ES",NA,NA,NA,NA,0
"202","FALCONER","POINT (-87.74933062509248 41.93578457338712)","3020 N Lamon Ave",41.935785,-87.749331,"ES",NA,NA,NA,NA,0
"203","FARADAY","POINT (-87.70809201987342 41.87971359074486)","3250 W Monroe St",41.879714,-87.708092,"ES",NA,NA,NA,NA,0
"204","FARNSWORTH","POINT (-87.76607165770453 41.9797900550337)","5414 N Linder Ave",41.97979,-87.766072,"ES",NA,NA,NA,NA,0
"205","FARRAGUT HS","POINT (-87.70870563207117 41.84855987425176)","2345 S Christiana Ave",41.84856,-87.708706,"HS","8:00 AM","3:08 PM","9:00 AM","3:08 PM",1
"206","FENGER HS","POINT (-87.63757205073344 41.68995072460742)","11220 S Wallace St",41.689951,-87.637572,"HS","8:05 AM","3:15 PM","9:00 AM","3:15 PM",1
"207","FERNWOOD","POINT (-87.64041364601377 41.711183621888566)","10041 S Union Ave",41.711184,-87.640414,"ES",NA,NA,NA,NA,0
"208","FIELD","POINT (-87.66998540121291 42.0096638544324)","7019 N Ashland Ave",42.009664,-87.669985,"ES",NA,NA,NA,NA,0
"209","FINKL","POINT (-87.6856678431443 41.84921490509248)","2332 S Western Ave",41.849215,-87.685668,"ES",NA,NA,NA,NA,0
"210","FISKE","POINT (-87.60863289677822 41.78518281595433)","6020 S Langley Ave",41.785183,-87.608633,"ES",NA,NA,NA,NA,0
"211","FOREMAN HS","POINT (-87.75416654341426 41.93979676706975)","3235 N LeClaire Ave",41.939797,-87.754167,"HS","7:45 AM","3:15 PM","7:45 AM","3:15 PM",2
"212","FORT DEARBORN","POINT (-87.65548116040235 41.72967267427433)","9025 S Throop St",41.729673,-87.655481,"ES",NA,NA,NA,NA,0
"213","FOSTER PARK","POINT (-87.66809931189269 41.738425477021146)","8530 S Wood St",41.738425,-87.668099,"ES",NA,NA,NA,NA,0
"214","FOUNDATIONS","POINT (-87.65353524849981 41.69467073849163)","1233 W. 109th Street",41.694671,-87.653535,"HS",NA,NA,NA,NA,0
"215","FRANKLIN","POINT (-87.63551281030391 41.90659998963077)","225 W Evergreen Ave",41.9066,-87.635513,"ES","8:15 AM","3:15 PM","8:15 AM","3:15 PM",2
"216","FRAZIER CHARTER","POINT (-87.71764197612555 41.86207686339486)","3711 W Douglas Blvd",41.862077,-87.717642,"ES",NA,NA,NA,NA,0
"217","FRAZIER PROSPECTIVE","POINT (-87.72724437858491 41.86697962642255)","4027 W Grenshaw St",41.86698,-87.727244,"ES","8:00 AM","3:00 PM","7:45 AM","3:00 PM",3
"218","FULLER","POINT (-87.61178404274118 41.81800340294159)","4214 S St Lawrence Ave",41.818003,-87.611784,"ES",NA,NA,NA,NA,0
"219","FULTON","POINT (-87.66843588139683 41.7975802703773)","5300 S Hermitage Ave",41.79758,-87.668436,"ES",NA,NA,NA,NA,0
"220","FUNSTON","POINT (-87.71689166494224 41.91761651356991)","2010 N Central Park Ave",41.917617,-87.716892,"ES",NA,NA,NA,NA,0
"221","GAGE PARK HS","POINT (-87.68895394224992 41.791012838392405)","5630 S Rockwell St",41.791013,-87.688954,"HS","7:45 AM","3:00 PM","9:00 AM","3:00 PM",1
"222","GALAPAGOS","POINT (-87.72195903871022 41.89731302422711)","3814 W Iowa St",41.897313,-87.721959,"ES",NA,NA,NA,NA,0
"223","GALE","POINT (-87.67193897606161 42.0210905573077)","1631 W Jonquil Ter",42.021091,-87.671939,"ES",NA,NA,NA,NA,0
"224","GALILEO","POINT (-87.65336555274118 41.8712548235351)","820 S Carpenter St",41.871255,-87.653366,"ES",NA,NA,NA,NA,0
"225","GALLISTEL","POINT (-87.53517530621241 41.70680099904343)","10347 S Ewing Ave",41.706801,-87.535175,"ES",NA,NA,NA,NA,0
"226","GARVEY","POINT (-87.64757716533317 41.70660285871767)","10309 S Morgan St",41.706603,-87.647577,"ES",NA,NA,NA,NA,0
"227","GARVY","POINT (-87.79623511347634 41.97635166333006)","5225 N Oak Park Ave",41.976352,-87.796235,"ES",NA,NA,NA,NA,0
"228","GARY","POINT (-87.7186966352411 41.837065151315606)","3740 W 31st St",41.837065,-87.718697,"ES",NA,NA,NA,NA,0
"229","GILLESPIE","POINT (-87.62371943795503 41.72533227871203)","9301 S State St",41.725332,-87.623719,"ES",NA,NA,NA,NA,0
"230","GLOBAL CITIZENSHIP","POINT (-87.7400974361456 41.80757850716726)","4647 W 47th St",41.807579,-87.740097,"ES",NA,NA,NA,NA,0
"231","GOETHE","POINT (-87.69289969575996 41.92283100686743)","2236 N Rockwell St",41.922831,-87.6929,"ES",NA,NA,NA,NA,0
"232","GOODE HS","POINT (-87.70734534775977 41.75374980207247)","7651 S Homan Ave",41.75375,-87.707345,"HS",NA,NA,NA,NA,0
"233","GOUDY","POINT (-87.65791249294597 41.97581652979213)","5120 N Winthrop Ave",41.975817,-87.657912,"ES",NA,NA,NA,NA,0
"234","GRAHAM ES","POINT (-87.64334423529118 41.81330372874002)","4436 S Union Ave",41.813304,-87.643344,"ES",NA,NA,NA,NA,0
"235","GRAHAM HS","POINT (-87.625314815783 41.84967541722844)","2347 S Wabash Ave",41.849675,-87.625315,"HS",NA,NA,NA,NA,0
"236","GRAY","POINT (-87.75711559878769 41.94876357882175)","3730 N Laramie Ave",41.948764,-87.757116,"ES",NA,NA,NA,NA,0
"237","GREAT LAKES","POINT (-87.55990690198568 41.74267138138489)","8401 S Saginaw Ave",41.742671,-87.559907,"ES",NA,NA,NA,NA,0
"238","GREELEY","POINT (-87.65097986913507 41.952809511505976)","832 W Sheridan Rd",41.95281,-87.65098,"ES",NA,NA,NA,NA,0
"239","GREEN","POINT (-87.6525001396679 41.7192919472838)","1150 W 96th St",41.719292,-87.6525,"ES",NA,NA,NA,NA,0
"240","GREENE","POINT (-87.6714923697844 41.82966928098321)","3525 S Honore St",41.829669,-87.671492,"ES",NA,NA,NA,NA,0
"241","GREGORY","POINT (-87.71866612875756 41.87074216207702)","3715 W Polk St",41.870742,-87.718666,"ES",NA,NA,NA,NA,0
"242","GRESHAM","POINT (-87.6450252378634 41.738920157362905)","8524 S Green St",41.73892,-87.645025,"ES",NA,NA,NA,NA,0
"243","GRIMES","POINT (-87.75880329373048 41.77546426102638)","5450 W 64th Pl",41.775464,-87.758803,"ES",NA,NA,NA,NA,0
"244","GRISSOM","POINT (-87.55330670974692 41.662480998189885)","12810 S Escanaba Ave",41.662481,-87.553307,"ES",NA,NA,NA,NA,0
"245","GUNSAULUS","POINT (-87.69936418518634 41.81300736949125)","4420 S Sacramento Ave",41.813007,-87.699364,"ES",NA,NA,NA,NA,0
"246","HAINES","POINT (-87.63380633151597 41.8499583150072)","247 W 23rd Pl",41.849958,-87.633806,"ES",NA,NA,NA,NA,0
"247","HALE","POINT (-87.77657870912519 41.78019173154665)","6140 S Melvina Ave",41.780192,-87.776579,"ES",NA,NA,NA,NA,0
"248","HALEY","POINT (-87.63363213640979 41.68665996971829)","11411 S Eggleston Ave",41.68666,-87.633632,"ES",NA,NA,NA,NA,0
"249","HAMILTON","POINT (-87.67086537348014 41.945219653783845)","1650 W Cornelia Ave",41.94522,-87.670865,"ES",NA,NA,NA,NA,0
"250","HAMLINE","POINT (-87.66117465942679 41.80724155714083)","4747 S Bishop St",41.807242,-87.661175,"ES","8:00 AM","3:00 PM","7:45 AM","3:00 PM",1
"251","HAMMOND","POINT (-87.69624330058983 41.852719133989446)","2819 W 21st Pl",41.852719,-87.696243,"ES",NA,NA,NA,NA,0
"252","HAMPTON","POINT (-87.70873128492987 41.75345719261593)","3434 W 77th St",41.753457,-87.708731,"ES",NA,NA,NA,NA,0
"253","HANCOCK HS","POINT (-87.7244704648031 41.79146390857298)","4034 W 56th St",41.791464,-87.72447,"HS",NA,NA,NA,NA,0
"254","HANSON PARK","POINT (-87.76151477104636 41.92395525749148)","5411 W Fullerton Ave",41.923955,-87.761515,"ES",NA,NA,NA,NA,0
"255","HARLAN HS","POINT (-87.62062343653518 41.7183723456041)","9652 S Michigan Ave",41.718372,-87.620623,"HS",NA,NA,NA,NA,0
"256","HARPER HS","POINT (-87.66908929605185 41.77512408325922)","6520 S Wood St",41.775124,-87.669089,"HS",NA,NA,NA,NA,0
"257","HARTE","POINT (-87.58685459677777 41.79344724333088)","1556 E 56th St",41.793447,-87.586855,"ES",NA,NA,NA,NA,0
"258","HARVARD","POINT (-87.6327368738333 41.757340541503886)","7525 S Harvard",41.757341,-87.632737,"ES",NA,NA,NA,NA,0
"259","HAUGAN","POINT (-87.72312803519034 41.96402870872475)","4540 N Hamlin Ave",41.964029,-87.723128,"ES",NA,NA,NA,NA,0
"260","HAWTHORNE","POINT (-87.65770887692337 41.942275488111704)","3319 N Clifton Ave",41.942275,-87.657709,"ES","8:30 AM","3:30 PM","8:45 AM","3:30 PM",1
"261","HAY","POINT (-87.75581325312729 41.899171355267384)","1018 N Laramie Ave",41.899171,-87.755813,"ES",NA,NA,NA,NA,0
"262","HAYT","POINT (-87.6685037744945 41.994540885911015)","1518 W Granville Ave",41.994541,-87.668504,"ES",NA,NA,NA,NA,0
"263","HEALY","POINT (-87.64034075006907 41.8395948554548)","3010 S Parnell Ave",41.839595,-87.640341,"ES",NA,NA,NA,NA,0
"264","HEARST","POINT (-87.74572605724302 41.80817499945475)","4640 S Lamon Ave",41.808175,-87.745726,"ES",NA,NA,NA,NA,0
"265","HEDGES","POINT (-87.67332725936954 41.80711213119837)","4747 S Winchester Ave",41.807112,-87.673327,"ES",NA,NA,NA,NA,0
"266","HEFFERAN","POINT (-87.73580189396901 41.87866464646667)","4409 W Wilcox St",41.878665,-87.735802,"ES",NA,NA,NA,NA,0
"267","HENDERSON","POINT (-87.67188730687042 41.79059128644693)","5650 S Wolcott Ave",41.790591,-87.671887,"ES",NA,NA,NA,NA,0
"268","HENDRICKS","POINT (-87.6336644770139 41.815787751119224)","4316 S Princeton Ave",41.815788,-87.633664,"ES","8:15 AM","3:15 PM","8:15 AM","3:15 PM",2
"269","HENRY","POINT (-87.71563237185069 41.95898879683837)","4250 N Saint Louis Ave",41.958989,-87.715632,"ES",NA,NA,NA,NA,0
"270","HERNANDEZ","POINT (-87.71136992166338 41.79347932957567)","3510 W 55th St",41.793479,-87.71137,"ES",NA,NA,NA,NA,0
"271","HERZL","POINT (-87.71899385397786 41.86208129597785)","3711 W Douglas Blvd",41.862081,-87.718994,"ES",NA,NA,NA,NA,0
"272","HIBBARD","POINT (-87.71036161364023 41.97033523444268)","3244 W Ainslie St",41.970335,-87.710362,"ES",NA,NA,NA,NA,0
"273","HIGGINS","POINT (-87.64699403752527 41.68103136983004)","11710 S Morgan St",41.681031,-87.646994,"ES",NA,NA,NA,NA,0
"274","HIRSCH HS","POINT (-87.60172726591252 41.753747955321906)","7740 S Ingleside Ave",41.753748,-87.601727,"HS","8:49 AM","3:57 PM","9:00 AM","3:57 PM",1
"275","HITCH","POINT (-87.77912305218847 41.98367169546214)","5625 N McVicker Ave",41.983672,-87.779123,"ES",NA,NA,NA,NA,0
"276","HOLDEN","POINT (-87.65379166824974 41.838027387432774)","1104 W 31st St",41.838027,-87.653792,"ES",NA,NA,NA,NA,0
"277","HOLMES","POINT (-87.64979535586481 41.79378764869643)","955 W Garfield Blvd",41.793788,-87.649795,"ES",NA,NA,NA,NA,0
"278","HOPE HS","POINT (-87.64124410974966 41.79355346673504)","5515 S Lowe Ave",41.793553,-87.641244,"HS",NA,NA,NA,NA,0
"279","HOPE INSTITUTE","POINT (-87.66807694586895 41.883362026352174)","1628 W Washington",41.883362,-87.668077,"ES",NA,NA,NA,NA,0
"280","HORIZON - SOUTHWEST","POINT (-87.68396339287392 41.79520095266694)","5401 S. Western",41.795201,-87.683963,"ES",NA,NA,NA,NA,0
"281","HOWE","POINT (-87.75939838484895 41.89361221078825)","720 N Lorel Ave",41.893612,-87.759398,"ES",NA,NA,NA,NA,0
"282","HOYNE","POINT (-87.56822810113663 41.733337751830604)","8905 S Crandon Ave",41.733338,-87.568228,"ES",NA,NA,NA,NA,0
"283","HUBBARD HS","POINT (-87.71801374341135 41.78052638668544)","6200 S Hamlin Ave",41.780526,-87.718014,"HS",NA,NA,NA,NA,0
"284","HUGHES C","POINT (-87.73177738698969 41.86051773760308)","4247 W 15th St",41.860518,-87.731777,"ES",NA,NA,NA,NA,0
"285","HUGHES L","POINT (-87.62986865922376 41.70534232127106)","240 W 104th St",41.705342,-87.629869,"ES",NA,NA,NA,NA,0
"286","HURLEY","POINT (-87.71954083233076 41.76678528090275)","3849 W 69th Pl",41.766785,-87.719541,"ES",NA,NA,NA,NA,0
"287","HYDE PARK HS","POINT (-87.58661501015993 41.782256926776796)","6220 S Stony Island Ave",41.782257,-87.586615,"HS","8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"288","INFINITY HS","POINT (-87.73527796116318 41.83616881821603)","3120 S Kostner Ave",41.836169,-87.735278,"HS",NA,NA,NA,NA,0
"289","INSTITUTO - HEALTH","POINT (-87.68724015857727 41.84596658796288)","2520 S Western Ave",41.845967,-87.68724,"HS",NA,NA,NA,NA,0
"290","INSTITUTO - LOZANO HS","POINT (-87.68406493808419 41.84544601533066)","2570 S Blue Island Ave",41.845446,-87.684065,"HS",NA,NA,NA,NA,0
"291","INSTITUTO - LOZANO MASTERY HS","POINT (-87.68590261102727 41.845956673444746)","2520 S Western Ave",41.845957,-87.685903,"HS",NA,NA,NA,NA,0
"292","INTER-AMERICAN","POINT (-87.65157334176013 41.94900329989232)","851 W Waveland Ave",41.949003,-87.651573,"ES",NA,NA,NA,NA,0
"293","INTRINSIC HS","POINT (-87.74112862650028 41.93898842805861)","4540 W Belmont Ave",41.938988,-87.741129,"HS",NA,NA,NA,NA,0
"294","IRVING","POINT (-87.68361565161099 41.87159549121377)","749 S Oakley Blvd",41.871595,-87.683616,"ES","8:30 AM","3:30 PM","7:30 AM","3:30 PM",1
"295","JACKSON A","POINT (-87.66098467201674 41.87429963801844)","1340 W Harrison St",41.8743,-87.660985,"ES",NA,NA,NA,NA,0
"296","JACKSON M","POINT (-87.64676673420541 41.73412547182453)","917 W 88th St",41.734125,-87.646767,"ES",NA,NA,NA,NA,0
"297","JAHN","POINT (-87.67580971887296 41.939247496161926)","3149 N Wolcott Ave",41.939247,-87.67581,"ES",NA,NA,NA,NA,0
"298","JAMIESON","POINT (-87.70052942024131 41.984640775481616)","5650 N Mozart St",41.984641,-87.700529,"ES","8:30 AM","3:30 PM","8:45 AM","3:30 PM",3
"299","JEFFERSON HS","POINT (-87.6804175551467 41.86783228494752)","1100 S Hamilton Ave",41.867832,-87.680418,"HS",NA,NA,NA,NA,0
"300","JENNER","POINT (-87.64105555983569 41.90205484084685)","1119 N Cleveland Ave",41.902055,-87.641056,"ES",NA,NA,NA,NA,0
"301","JENSEN","POINT (-87.70224105282095 41.87381494708294)","3030 W Harrison St",41.873815,-87.702241,"ES",NA,NA,NA,NA,0
"302","JOHNSON","POINT (-87.70313876236544 41.86183619133296)","1420 S Albany Ave",41.861836,-87.703139,"ES",NA,NA,NA,NA,0
"303","JONES HS","POINT (-87.6276753224599 41.87306592278668)","700 S State St",41.873066,-87.627675,"HS","8:00 AM","3:30 PM","8:00 AM","3:30 PM",2
"304","JOPLIN","POINT (-87.66936564978361 41.74933916101331)","7931 S Honore St",41.749339,-87.669366,"ES",NA,NA,NA,NA,0
"305","JORDAN","POINT (-87.67776251668089 42.017087590797864)","7414 N Wolcott Ave",42.017088,-87.677763,"ES",NA,NA,NA,NA,0
"306","JUAREZ HS","POINT (-87.66373244658195 41.852666599349455)","2150 S Laflin St",41.852667,-87.663732,"HS","7:45 AM","3:00 PM","7:45 AM","3:00 PM",2
"307","JULIAN HS","POINT (-87.6537492110773 41.70585893586945)","10330 S Elizabeth St",41.705859,-87.653749,"HS","8:00 AM","3:15 PM","8:00 AM","3:15 PM",2
"308","JUNGMAN","POINT (-87.65230159442224 41.858064776310364)","1746 S Miller St",41.858065,-87.652302,"ES",NA,NA,NA,NA,0
"309","KANOON","POINT (-87.70511207744957 41.85077148316291)","2233 S Kedzie Ave",41.850771,-87.705112,"ES",NA,NA,NA,NA,0
"310","KELLER","POINT (-87.69727833650737 41.69717033380235)","3020 W 108th St",41.69717,-87.697278,"ES",NA,NA,NA,NA,0
"311","KELLMAN","POINT (-87.70216290453644 41.87016771674499)","3030 W Arthington St",41.870168,-87.702163,"ES",NA,NA,NA,NA,0
"312","KELLOGG","POINT (-87.67723250661533 41.72526343898277)","9241 S Leavitt St",41.725263,-87.677233,"ES",NA,NA,NA,NA,0
"313","KELLY HS","POINT (-87.69463865995434 41.81872906331999)","4136 S California Ave",41.818729,-87.694639,"HS","7:45 AM","3:00 PM","7:30 AM","3:00 PM",1
"314","KELVYN PARK HS","POINT (-87.73599882204394 41.92791840255751)","4343 W Wrightwood Ave",41.927918,-87.735999,"HS","8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"315","KENNEDY HS","POINT (-87.78083975557989 41.789961251743584)","6325 W 56th St",41.789961,-87.78084,"HS",NA,NA,NA,NA,0
"316","KENWOOD HS","POINT (-87.59042088968275 41.80377211875098)","5015 S Blackstone Ave",41.803772,-87.590421,"HS","8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"317","KERSHAW","POINT (-87.64089202532394 41.77645280983267)","6450 S Lowe Ave",41.776453,-87.640892,"ES",NA,NA,NA,NA,0
"318","KILMER","POINT (-87.6682224666858 42.00364046203036)","6700 N Greenview Ave",42.00364,-87.668222,"ES",NA,NA,NA,NA,0
"319","KING ES","POINT (-87.64133454023674 41.76533497916643)","644 W 71st St",41.765335,-87.641335,"ES",NA,NA,NA,NA,0
"320","KING HS","POINT (-87.60387386150998 41.81367545210487)","4445 S Drexel Blvd",41.813675,-87.603874,"HS",NA,NA,NA,NA,0
"321","KINZIE","POINT (-87.77948260008061 41.78996463403319)","5625 S Mobile Ave",41.789965,-87.779483,"ES",NA,NA,NA,NA,0
"322","KIPLING","POINT (-87.63952072145291 41.723626905205585)","9351 S Lowe Ave",41.723627,-87.639521,"ES",NA,NA,NA,NA,0
"323","KIPP - ASCEND","POINT (-87.72107064667848 41.85836974325148)","1616 S Avers Ave",41.85837,-87.721071,"ES",NA,NA,NA,NA,0
"324","KIPP CHICAGO - ASCEND PRIMARY","POINT (-87.70928683026301 41.861174188233996)","1440 S. Christiana",41.861174,-87.709287,"ES",NA,NA,NA,NA,0
"325","KIPP CHICAGO - BLOOM","POINT (-87.63996733124056 41.7935562671543)","5515 S Lowe Ave",41.793556,-87.639967,"ES",NA,NA,NA,NA,0
"326","KIPP CHICAGO - CREATE","POINT (-87.74661383905315 41.89181614207475)","4818 W Ohio St",41.891816,-87.746614,"ES",NA,NA,NA,NA,0
"327","KOZMINSKI","POINT (-87.60248144762679 41.79800187719355)","936 E 54th St",41.798002,-87.602481,"ES",NA,NA,NA,NA,0
"328","LAKE VIEW HS","POINT (-87.66895268957454 41.954764066986755)","4015 N Ashland Ave",41.954764,-87.668953,"HS","8:15 AM","3:45 PM","8:15 AM","3:45 PM",2
"329","LANE TECH HS","POINT (-87.69101262731388 41.94664457379102)","2501 W Addison St",41.946645,-87.691013,"HS",NA,NA,NA,NA,0
"330","LANGFORD","POINT (-87.6571692055841 41.78468086070149)","6010 S Throop St",41.784681,-87.657169,"ES",NA,NA,NA,NA,0
"331","LARA","POINT (-87.67218159319019 41.80977029647794)","4619 S Wolcott Ave",41.80977,-87.672182,"ES",NA,NA,NA,NA,0
"332","LASALLE","POINT (-87.63756486380431 41.913899532151724)","1734 N Orleans St",41.9139,-87.637565,"ES",NA,NA,NA,NA,0
"333","LASALLE II","POINT (-87.67369603159537 41.90291445672382)","1148 N Honore St",41.902914,-87.673696,"ES",NA,NA,NA,NA,0
"334","LAVIZZO","POINT (-87.62714768796361 41.69626234683378)","138 W 109th St",41.696262,-87.627148,"ES",NA,NA,NA,NA,0
"335","LAWNDALE","POINT (-87.71295678691394 41.86296002399929)","3500 W Douglas Blvd",41.86296,-87.712957,"ES",NA,NA,NA,NA,0
"336","LEARN - 7","POINT (-87.70139734989546 41.88741028428423)","3021 W Carroll Ave",41.88741,-87.701397,"ES",NA,NA,NA,NA,0
"337","LEARN - BUTLER","POINT (-87.71067948018276 41.867272713446)","1132 S Homan Ave",41.867273,-87.710679,"ES",NA,NA,NA,NA,0
"338","LEARN - CAMPBELL","POINT (-87.69873872021792 41.8778606308216)","212 S Francisco Ave",41.877861,-87.698739,"ES",NA,NA,NA,NA,0
"339","LEARN - EXCEL","POINT (-87.68656837092625 41.874687140382775)","2401 W Congress Pkwy",41.874687,-87.686568,"ES",NA,NA,NA,NA,0
"340","LEARN - MIDDLE","POINT (-87.70270389867642 41.88741270254248)","3021 W Carroll Ave",41.887413,-87.702704,"ES",NA,NA,NA,NA,0
"341","LEARN - PERKINS","POINT (-87.6657210550116 41.74312176969033)","1700 W 83rd St",41.743122,-87.665721,"ES",NA,NA,NA,NA,0
"342","LEARN - SOUTH CHICAGO","POINT (-87.54557989247587 41.733333132396425)","8914 S Buffalo Ave",41.733333,-87.54558,"ES",NA,NA,NA,NA,0
"343","LEE","POINT (-87.72888429248569 41.775305386871715)","6448 S Tripp Ave",41.775305,-87.728884,"ES",NA,NA,NA,NA,0
"344","LEGACY","POINT (-87.73034814818169 41.85685915778028)","4217 W 18th St",41.856859,-87.730348,"ES",NA,NA,NA,NA,0
"345","LEGAL PREP HS","POINT (-87.73377838257323 41.88173275809993)","4319 W Washington Blvd",41.881733,-87.733778,"HS",NA,NA,NA,NA,0
"346","LELAND","POINT (-87.7492755544441 41.873586779781725)","512 S Lavergne Ave",41.873587,-87.749276,"ES",NA,NA,NA,NA,0
"347","LENART","POINT (-87.62804036298056 41.7471859177014)","8101 S LaSalle St",41.747186,-87.62804,"ES",NA,NA,NA,NA,0
"348","LEWIS","POINT (-87.75454995048698 41.9068260497377)","1431 N Leamington Ave",41.906826,-87.75455,"ES",NA,NA,NA,NA,0
"349","LIBBY","POINT (-87.6599328173989 41.79768483179142)","5300 S Loomis Blvd",41.797685,-87.659933,"ES","8:00 AM","3:00 PM","9:00 AM","3:00 PM",1
"350","LINCOLN","POINT (-87.64449730365006 41.92452481572454)","615 W Kemper Pl",41.924525,-87.644497,"ES",NA,NA,NA,NA,0
"351","LINCOLN PARK HS","POINT (-87.64600935977995 41.918268310846855)","2001 N Orchard St",41.918268,-87.646009,"HS","7:45 AM","3:00 PM","9:00 AM","3:00 PM",1
"352","LINDBLOM HS","POINT (-87.67166185010217 41.78204080268008)","6130 S Wolcott Ave",41.782041,-87.671662,"HS","8:00 AM","3:11 PM","8:00 AM","3:11 PM",2
"353","LITTLE BLACK PEARL HS","POINT (-87.59933994051981 41.80969549575752)","1060 E 47th St",41.809695,-87.59934,"HS",NA,NA,NA,NA,0
"354","LITTLE VILLAGE","POINT (-87.71731895283156 41.84369811780561)","2620 S Lawndale Ave",41.843698,-87.717319,"ES",NA,NA,NA,NA,0
"355","LLOYD","POINT (-87.74851501331425 41.91881409548188)","2103 N Lamon Ave",41.918814,-87.748515,"ES",NA,NA,NA,NA,0
"356","LOCKE A","POINT (-87.70523452626735 41.87724835217878)","3141 W Jackson Blvd",41.877248,-87.705235,"ES",NA,NA,NA,NA,0
"357","LOCKE J","POINT (-87.7956040707078 41.93176235366776)","2828 N Oak Park Ave",41.931762,-87.795604,"ES",NA,NA,NA,NA,0
"358","LOGANDALE","POINT (-87.70804087664251 41.933970195336244)","3212 W George St",41.93397,-87.708041,"ES",NA,NA,NA,NA,0
"359","LORCA","POINT (-87.72478312317251 41.9400259129367)","3231 N Springfield Ave",41.940026,-87.724783,"ES",NA,NA,NA,NA,0
"360","LOVETT","POINT (-87.78391884722994 41.91271802638446)","6333 W Bloomingdale Ave",41.912718,-87.783919,"ES",NA,NA,NA,NA,0
"361","LOWELL","POINT (-87.71021700220736 41.9065195908169)","3320 W Hirsch St",41.90652,-87.710217,"ES",NA,NA,NA,NA,0
"362","LOZANO","POINT (-87.66509327249487 41.908886127226424)","1501 N Greenview Ave",41.908886,-87.665093,"ES",NA,NA,NA,NA,0
"363","LYON","POINT (-87.77717419855678 41.9341921621779)","2941 N McVicker Ave",41.934192,-87.777174,"ES",NA,NA,NA,NA,0
"364","MADERO","POINT (-87.70506426030519 41.840956911056914)","3202 W 28th St",41.840957,-87.705064,"ES",NA,NA,NA,NA,0
"365","MADISON","POINT (-87.59071239549729 41.759548059733554)","7433 S Dorchester Ave",41.759548,-87.590712,"ES",NA,NA,NA,NA,0
"366","MAGIC JOHNSON - BRAINERD HS","POINT (-87.66313972969736 41.73149230200658)","8908 S. Ashland Ave",41.731492,-87.66314,"HS",NA,NA,NA,NA,0
"367","MAGIC JOHNSON - ENGLEWOOD HS","POINT (-87.64628397589932 41.76872909028501)","845 W. 69th Street",41.768729,-87.646284,"HS",NA,NA,NA,NA,0
"368","MAGIC JOHNSON - HUMBOLDT PK HS","POINT (-87.68788899354239 41.90292503158993)","2421 W. Division",41.902925,-87.687889,"HS",NA,NA,NA,NA,0
"369","MAGIC JOHNSON - N LAWNDALE HS","POINT (-87.70660367628103 41.86647785073419)","3222 W Roosevelt Rd",41.866478,-87.706604,"HS",NA,NA,NA,NA,0
