"","Short_Name","the_geom","Address","Lat","Long","Grade_Cat","AM_Bell_1415","PM_Bell_1415","AM_Bell_1516","PM_Bell_1415.1","changedBell"
"663","YCCS - INNOVATIONS","POINT (-87.62773414533866 41.88304717129258)","17 N. State St.",41.883047,-87.627734,"HS",NA,NA,NA,NA,0
"664","YCCS - LATINO YOUTH","POINT (-87.69543001372814 41.85466465534544)","2001 S California Ave",41.854665,-87.69543,"HS",NA,NA,NA,NA,0
"665","YCCS - MCKINLEY","POINT (-87.62533077021693 41.84133116687557)","2920 S Wabash Ave",41.841331,-87.625331,"HS",NA,NA,NA,NA,0
"666","YCCS - OLIVE HARVEY","POINT (-87.59233320205446 41.71292209999135)","10001 S Woodlawn Ave",41.712922,-87.592333,"HS",NA,NA,NA,NA,0
"667","YCCS - SCHOLASTIC ACHIEVEMENT","POINT (-87.74253889903409 41.88044718691512)","4651 W Madison St",41.880447,-87.742539,"HS",NA,NA,NA,NA,0
"668","YCCS - SULLIVAN","POINT (-87.57849166986543 41.74628656952744)","8164 S South Chicago Ave",41.746287,-87.578492,"HS",NA,NA,NA,NA,0
"669","YCCS - TRUMAN","POINT (-87.65923928994071 41.96529481641866)","1145 W Wilson Ave",41.965295,-87.659239,"HS",NA,NA,NA,NA,0
"670","YCCS - VIRTUAL","POINT (-87.6741384012902 41.876316727196624)","1900 W Van Buren St",41.876317,-87.674138,"HS",NA,NA,NA,NA,0
"671","YCCS - WEST TOWN","POINT (-87.70205280069851 41.890803121149155)","500 N Sacramento Blvd",41.890803,-87.702053,"HS",NA,NA,NA,NA,0
"672","YCCS - WESTSIDE HOLISTIC","POINT (-87.74881028931917 41.902240031833365)","4909 W Division St",41.90224,-87.74881,"HS",NA,NA,NA,NA,0
"673","YCCS - YOUTH CONNECTION","POINT (-87.62678146947087 41.832072058158424)","3424 S State St",41.832072,-87.626781,"HS",NA,NA,NA,NA,0
"674","YCCS - YOUTH DEVELOPMENT","POINT (-87.64173118688463 41.75137711160915)","7836 S Union Ave",41.751377,-87.641731,"HS",NA,NA,NA,NA,0
"675","YORK HS","POINT (-87.6952610154737 41.842533347975746)","2700 S California Ave",41.842533,-87.695261,"HS",NA,NA,NA,NA,0
"676","YOUNG ES","POINT (-87.76714284547637 41.906790573759665)","1434 N Parkside Ave",41.906791,-87.767143,"ES",NA,NA,NA,NA,0
"677","YOUNG HS","POINT (-87.66423334280815 41.87860253271967)","211 S Laflin St",41.878603,-87.664233,"HS","8:00 AM","3:15 PM","8:00 AM","3:15 PM",3
"678","YOUNG WOMENS HS","POINT (-87.61872379622207 41.84454380568922)","2641 S Calumet Ave",41.844544,-87.618724,"HS",NA,NA,NA,NA,0
"679","ZAPATA","POINT (-87.73431332420904 41.841393803560145)","2728 S Kostner Ave",41.841394,-87.734313,"ES",NA,NA,NA,NA,0
"680","CAMELOT SAFE ACADEMY HS",NA,NA,NA,NA,NA,"8:45 AM","3:45 PM","9:00 AM","3:45 PM",1
"681","CARVER MILITARY",NA,NA,NA,NA,NA,"8:00 AM","3:26 PM","8:15 AM","3:26 PM",1
"682","DISNEY II MAGNET HS",NA,NA,NA,NA,NA,"8:30 AM","3:30 PM","9:00 AM","3:30 PM",1
"683","EDISON, T",NA,NA,NA,NA,NA,"8:00 AM","3:00 PM","7:45 AM","3:00 PM",1
"684","GOODE ACAD HS",NA,NA,NA,NA,NA,"7:45 AM","3:00 PM","7:30 AM","3:00 PM",1
"685","JACKSON, A",NA,NA,NA,NA,NA,"8:30 AM","3:30 PM","7:45 AM","3:30 PM",1
"686","LANE HS",NA,NA,NA,NA,NA,"8:00 AM","3:23 PM","8:00 AM","3:23 PM",2
"687","LITTLE BLACK PEARL ACADEMY HS",NA,NA,NA,NA,NA,"8:00 AM","3:30 PM","9:00 AM","3:30 PM",1
"688","STEINMETZ COLLEGE PREP HS",NA,NA,NA,NA,NA,"8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"689","STEM ES",NA,NA,NA,NA,NA,"8:00 AM","3:00 PM","7:45 AM","3:00 PM",1
